"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD96.2",5.73025432409049e-43,0.516849206586129,0.424,0.265,1.29555320013362e-38,"T_CD8_c03-GZMK","CD96"
"FGL2.3",6.61626162838549e-43,-0.752336152408428,0.033,0.176,1.49587059156168e-38,"T_CD8_c03-GZMK","FGL2"
"AP1S2.3",1.23809220077367e-42,-0.762766005974907,0.113,0.277,2.7992026567292e-38,"T_CD8_c03-GZMK","AP1S2"
"TRGC2",1.40460915282021e-42,0.292791093414211,0.127,0.046,3.17568083361122e-38,"T_CD8_c03-GZMK","TRGC2"
"LGALS1.3",2.19855181220249e-42,-0.996920927765968,0.339,0.486,4.97070579220861e-38,"T_CD8_c03-GZMK","LGALS1"
"CALHM6.3",5.1965275702838e-42,-0.591912740026997,0.024,0.16,1.17488291836546e-37,"T_CD8_c03-GZMK","CALHM6"
"LILRB2.3",6.02817376205105e-42,-0.695637213817583,0.008,0.135,1.36290980586212e-37,"T_CD8_c03-GZMK","LILRB2"
"LGALS3.2",7.07682742220908e-42,-0.933115708673285,0.072,0.223,1.59999991188725e-37,"T_CD8_c03-GZMK","LGALS3"
"ACTN1.3",1.12311577602882e-41,-0.52334803834441,0.022,0.159,2.53925245802357e-37,"T_CD8_c03-GZMK","ACTN1"
"MS4A6A.3",1.36265979758326e-41,-0.996248176406597,0.013,0.141,3.080837536356e-37,"T_CD8_c03-GZMK","MS4A6A"
"CLEC7A.3",1.54679787375031e-41,-0.603685425011866,0.004,0.128,3.49715531276207e-37,"T_CD8_c03-GZMK","CLEC7A"
"CST3.3",1.57888584458309e-41,-2.90397658689306,0.096,0.24,3.56970300601791e-37,"T_CD8_c03-GZMK","CST3"
"OPTN.2",1.64688594368588e-41,0.453493870602363,0.455,0.293,3.72344443007941e-37,"T_CD8_c03-GZMK","OPTN"
"RAB31.3",2.04015792111063e-41,-0.500344886481004,0.004,0.128,4.61259304383903e-37,"T_CD8_c03-GZMK","RAB31"
"PTPRC.2",2.8478446903347e-41,0.374544575067078,0.92,0.887,6.43869206037773e-37,"T_CD8_c03-GZMK","PTPRC"
"HNRNPLL.1",4.69939095860185e-41,0.479491367798156,0.213,0.102,1.06248530183029e-36,"T_CD8_c03-GZMK","HNRNPLL"
"ALOX5.3",6.92396519570188e-41,-0.434930400939008,0.004,0.126,1.56543929109624e-36,"T_CD8_c03-GZMK","ALOX5"
"TRBC2.1",9.61884578133529e-41,0.502563476884771,0.557,0.4,2.1747248427021e-36,"T_CD8_c03-GZMK","TRBC2"
"APOBEC3G.3",1.10634004289998e-40,0.581075115931286,0.422,0.276,2.50132420299256e-36,"T_CD8_c03-GZMK","APOBEC3G"
"SPINT2.2",1.59904789913861e-40,-0.433727663926376,0.033,0.174,3.61528739516249e-36,"T_CD8_c03-GZMK","SPINT2"
"TBXAS1.3",1.61206327218906e-40,-0.593411640504806,0.016,0.145,3.64471385209224e-36,"T_CD8_c03-GZMK","TBXAS1"
"CSF3R.3",2.13100540026756e-40,-0.730495635756609,0.006,0.127,4.81799010946493e-36,"T_CD8_c03-GZMK","CSF3R"
"UBC.3",4.3740096452179e-40,0.385034254660273,0.951,0.931,9.88919840687316e-36,"T_CD8_c03-GZMK","UBC"
"GRINA.2",4.94264711685356e-40,-0.517812958150224,0.074,0.228,1.11748308664942e-35,"T_CD8_c03-GZMK","GRINA"
"FXYD5.2",5.18023472325402e-40,-0.362362803656167,0.839,0.902,1.1711992685805e-35,"T_CD8_c03-GZMK","FXYD5"
"PILRA.3",1.06275019108854e-39,-0.601724920717636,0.005,0.124,2.40277190703208e-35,"T_CD8_c03-GZMK","PILRA"
"LTB.3",1.11137839058691e-39,-1.01063677982449,0.478,0.57,2.51271540327795e-35,"T_CD8_c03-GZMK","LTB"
"CTSB.3",1.26682407536273e-39,-0.625498398346958,0.121,0.283,2.8641625519876e-35,"T_CD8_c03-GZMK","CTSB"
"RARRES3.3",1.51633445126615e-39,0.410578698126911,0.694,0.557,3.42828056086763e-35,"T_CD8_c03-GZMK","RARRES3"
"RNASET2.1",2.25976309702038e-39,-0.557438358858121,0.359,0.525,5.10909838605338e-35,"T_CD8_c03-GZMK","RNASET2"
"NCF4.3",2.52941954596072e-39,-0.417373935781007,0.011,0.134,5.71876465146259e-35,"T_CD8_c03-GZMK","NCF4"
"CD14.3",3.02305022821713e-39,-1.04955011498694,0.01,0.13,6.83481426097612e-35,"T_CD8_c03-GZMK","CD14"
"CPVL.3",4.48785762534847e-39,-0.648013172911776,0.007,0.125,1.01465973051504e-34,"T_CD8_c03-GZMK","CPVL"
"TYMP.3",5.39706704477781e-39,-1.03754989508476,0.081,0.226,1.22022288815381e-34,"T_CD8_c03-GZMK","TYMP"
"ENC1.1",7.22615204407606e-39,0.354879968638169,0.122,0.045,1.63376071564516e-34,"T_CD8_c03-GZMK","ENC1"
"VCAN.3",7.41310681564586e-39,-1.46991858355126,0.029,0.156,1.67602931994937e-34,"T_CD8_c03-GZMK","VCAN"
"CD79A.3",1.2049772078341e-38,-1.73076364239008,0.016,0.136,2.72433296919213e-34,"T_CD8_c03-GZMK","CD79A"
"RPS27.1",1.2884833327719e-38,0.258091315592804,0.996,0.99,2.913131967064e-34,"T_CD8_c03-GZMK","RPS27"
"PSAP.2",4.28146991084638e-38,-1.31678396004385,0.5,0.623,9.67997532143259e-34,"T_CD8_c03-GZMK","PSAP"
"EML4",7.50341700993807e-38,0.504968384710839,0.514,0.378,1.6964475517769e-33,"T_CD8_c03-GZMK","EML4"
"CD55.3",1.09768459255762e-37,-0.534335275268564,0.209,0.385,2.48175509531352e-33,"T_CD8_c03-GZMK","CD55"
"S100A8.3",1.36224291537404e-37,-3.84896833937564,0.076,0.212,3.07989500736916e-33,"T_CD8_c03-GZMK","S100A8"
"NR4A2.1",1.97103164196333e-37,0.74165587810912,0.405,0.266,4.4563054393149e-33,"T_CD8_c03-GZMK","NR4A2"
"C19orf38.3",2.58987704849071e-37,-0.455846357023145,0.004,0.115,5.85545301893266e-33,"T_CD8_c03-GZMK","C19orf38"
"PAXX.3",3.24315869557783e-37,0.416196762060898,0.627,0.489,7.33245749483192e-33,"T_CD8_c03-GZMK","PAXX"
"SLAMF7.3",7.5779483410659e-37,0.363985882514573,0.196,0.093,1.71329834043159e-32,"T_CD8_c03-GZMK","SLAMF7"
"ARL4C.3",8.09762145592493e-37,0.387654071089818,0.567,0.404,1.83079123497007e-32,"T_CD8_c03-GZMK","ARL4C"
