"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC25A5.13",9.51214347370707e-17,-0.841943229864182,0.208,0.617,2.15060051797043e-12,"Mega","SLC25A5"
"GGNBP2.1",9.59821938108746e-17,-0.874075455468855,0.032,0.373,2.17006141987006e-12,"Mega","GGNBP2"
"ARHGAP9.12",9.67704929102918e-17,-1.0693459770917,0.032,0.367,2.18788407420879e-12,"Mega","ARHGAP9"
"DSE.4",9.81819581917314e-17,1.24336790750412,0.221,0.065,2.21979589275685e-12,"Mega","DSE"
"PPP2R5C.26",1.04232410998862e-16,-0.958544244177483,0.065,0.421,2.35659058027326e-12,"Mega","PPP2R5C"
"PPIG",1.0833765073844e-16,-1.02625822238765,0.052,0.383,2.44940594554538e-12,"Mega","PPIG"
"C1orf162.29",1.17375234587149e-16,-1.2324663671856,0.013,0.334,2.65373667878086e-12,"Mega","C1orf162"
"RNASET2.27",1.18908388024257e-16,-0.864141880971125,0.136,0.52,2.68839974484042e-12,"Mega","RNASET2"
"TMA7.12",1.20361058365667e-16,-0.748083890262885,0.442,0.869,2.72124316858937e-12,"Mega","TMA7"
"CD82.24",1.29245045390042e-16,1.31321127515089,0.409,0.189,2.92210123122345e-12,"Mega","CD82"
"CCNI.1",1.30937708582463e-16,-0.653130650496221,0.526,0.874,2.96037065334091e-12,"Mega","CCNI"
"TAF1D.6",1.31150436635599e-16,-0.860937923544568,0.058,0.413,2.96518022189425e-12,"Mega","TAF1D"
"SELENOK.15",1.33224357836152e-16,-0.929582023212572,0.071,0.431,3.01206950631756e-12,"Mega","SELENOK"
"MT-ND6.2",1.37662337498536e-16,-0.831612418371728,0.305,0.73,3.11240778850441e-12,"Mega","MT-ND6"
"MDH2.7",1.38088410119867e-16,-0.826061193115833,0.091,0.443,3.12204086440007e-12,"Mega","MDH2"
"C8orf59.3",1.40434401029746e-16,-0.866439549917989,0.045,0.388,3.17508137288152e-12,"Mega","C8orf59"
"VAMP2.7",1.43757551132736e-16,-0.924947603463318,0.058,0.407,3.25021447356002e-12,"Mega","VAMP2"
"ATP5PD.11",1.44101940546645e-16,-0.793821665094647,0.104,0.474,3.25800077381909e-12,"Mega","ATP5PD"
"UBE2D2.7",1.44759462226043e-16,-0.755481023407969,0.221,0.623,3.27286668146861e-12,"Mega","UBE2D2"
"HSD17B11.6",1.47841540589371e-16,-0.923121490291716,0.013,0.342,3.34254939118509e-12,"Mega","HSD17B11"
"SLC39A3.1",1.48403917844971e-16,0.986821540384155,0.169,0.041,3.35526417855694e-12,"Mega","SLC39A3"
"CCPG1.3",1.5497914674425e-16,1.22317467766345,0.357,0.155,3.50392352874074e-12,"Mega","CCPG1"
"SASH3.16",1.5641064282473e-16,-1.08300410004284,0.026,0.351,3.53628822362432e-12,"Mega","SASH3"
"ARF3.4",1.60452071104945e-16,1.44461757400729,0.37,0.169,3.62766087561171e-12,"Mega","ARF3"
"SH3KBP1.10",1.70190678615759e-16,-1.08020091501516,0.071,0.403,3.8478410528237e-12,"Mega","SH3KBP1"
"PDGFA.6",1.7056516563175e-16,1.69834860665794,0.643,0.538,3.85630782976823e-12,"Mega","PDGFA"
"ARRB2.21",1.74024937389278e-16,-0.813112855023257,0.091,0.462,3.93452980943419e-12,"Mega","ARRB2"
"C9orf78.8",1.77285147772952e-16,-0.890597870485507,0.097,0.45,4.00823990599867e-12,"Mega","C9orf78"
"SYTL1.14",1.8547787665384e-16,-1.08041788484328,0.032,0.355,4.19346931326666e-12,"Mega","SYTL1"
"ARHGDIB.15",2.12566341824877e-16,0.803957563408289,0.929,0.948,4.80591242231865e-12,"Mega","ARHGDIB"
"DPP7.1",2.34192806875373e-16,-0.858895618677685,0.078,0.426,5.29486517064531e-12,"Mega","DPP7"
"DDOST.12",2.43606498727605e-16,-0.945587644572509,0.045,0.38,5.50769932973241e-12,"Mega","DDOST"
"ATP5F1A.6",2.46993128803983e-16,-0.728350554182162,0.526,0.893,5.58426764912926e-12,"Mega","ATP5F1A"
"SP110.11",2.65120734592368e-16,-0.906375391069607,0.045,0.382,5.99411468839885e-12,"Mega","SP110"
"HLA-F.14",2.65945740647473e-16,-0.718703244925157,0.188,0.606,6.01276725029871e-12,"Mega","HLA-F"
"CST7.30",2.93866565209644e-16,-2.05645798573771,0.091,0.419,6.64402917282485e-12,"Mega","CST7"
"ERGIC3.1",2.94473043524066e-16,-0.877777074153569,0.032,0.363,6.6577410410356e-12,"Mega","ERGIC3"
"ATP5IF1.6",3.74022281275792e-16,-0.847596585266799,0.143,0.513,8.45626975736439e-12,"Mega","ATP5IF1"
"ANXA2.20",3.845098039159e-16,-1.23355609817337,0.078,0.407,8.69338215673458e-12,"Mega","ANXA2"
"BIN1.13",3.92128641409619e-16,-1.02653018765261,0.039,0.361,8.86563645363007e-12,"Mega","BIN1"
"PTPRJ",3.96002057130525e-16,1.19131903135975,0.24,0.077,8.95321050966405e-12,"Mega","PTPRJ"
"AC044849.1.15",4.24351910085344e-16,-1.12417763790037,0.032,0.349,9.59417233511954e-12,"Mega","AC044849.1"
"DDX18.3",4.29576896596856e-16,-0.932993044988309,0.019,0.341,9.71230405515831e-12,"Mega","DDX18"
"NDUFB7.16",4.45376372070912e-16,-0.935797178763329,0.065,0.401,1.00695143961513e-11,"Mega","NDUFB7"
"SSFA2.4",4.82303561541136e-16,1.09259551623938,0.208,0.06,1.09044012228835e-11,"Mega","SSFA2"
"COX6A1.13",4.84939566045525e-16,-0.673563293494881,0.266,0.714,1.09639986487233e-11,"Mega","COX6A1"
"LRRFIP1.12",4.97153183528688e-16,-0.802589738135907,0.208,0.605,1.12401363264001e-11,"Mega","LRRFIP1"
"DNAJB1.23",5.13315151255853e-16,-1.03635192124844,0.091,0.438,1.16055422547436e-11,"Mega","DNAJB1"
"LEPROTL1.25",5.28932439573326e-16,-0.923032623577711,0.11,0.483,1.19586335263133e-11,"Mega","LEPROTL1"
"NDUFS7.9",5.78607488535866e-16,-0.887176521803127,0.019,0.343,1.30817367083074e-11,"Mega","NDUFS7"
"TMEM59.12",6.01682611671216e-16,-0.72143849845138,0.13,0.516,1.36034421672745e-11,"Mega","TMEM59"
"BANK1.31",6.08487938011826e-16,1.04260618326731,0.292,0.1,1.37573037905094e-11,"Mega","BANK1"
"SNHG8.16",6.61339929672081e-16,-0.910658174717541,0.091,0.445,1.49522344699561e-11,"Mega","SNHG8"
"YWHAE.7",7.18639092213349e-16,1.37200885278876,0.435,0.235,1.62477112358516e-11,"Mega","YWHAE"
"P2RY8.17",7.24015312783769e-16,-1.08662013436789,0.039,0.357,1.63692622067282e-11,"Mega","P2RY8"
"KCNA3.14",7.5060814060455e-16,1.64124682097709,0.338,0.144,1.69704994509283e-11,"Mega","KCNA3"
"ARHGAP30.12",7.71779410795561e-16,-0.919104209732815,0.039,0.372,1.74491606986768e-11,"Mega","ARHGAP30"
"FNBP4.6",7.85994145727511e-16,-0.964878447010923,0.045,0.369,1.77705416407533e-11,"Mega","FNBP4"
"UQCRC1.11",8.04214838272624e-16,-0.934697702792533,0.013,0.322,1.81824932785058e-11,"Mega","UQCRC1"
"EIF3A.6",8.32598237338439e-16,-0.955403194518136,0.058,0.393,1.88242135479848e-11,"Mega","EIF3A"
"CD3G.29",8.37824309233912e-16,-1.09957127242539,0.065,0.395,1.89423698074695e-11,"Mega","CD3G"
"REX1BD.1",8.48298407293576e-16,-0.852395407058721,0.084,0.436,1.91791786905005e-11,"Mega","REX1BD"
"RBL2.16",8.51118804229023e-16,-1.04306684889176,0.071,0.403,1.9242945044814e-11,"Mega","RBL2"
"VPS51.5",8.683983012345e-16,-0.95189485470175,0.032,0.348,1.96336171926108e-11,"Mega","VPS51"
"CXCR2.2",8.93094006633737e-16,0.721412624379438,0.136,0.029,2.01919623959822e-11,"Mega","CXCR2"
"TRBC1.18",1.00067930485802e-15,-1.23957133817862,0.045,0.367,2.2624358403535e-11,"Mega","TRBC1"
"CCNG1.6",1.01362980453811e-15,1.76681014471707,0.468,0.271,2.29171562508021e-11,"Mega","CCNG1"
"DUSP2.24",1.05267508742488e-15,-1.89247773501203,0.045,0.362,2.37999310515891e-11,"Mega","DUSP2"
"SELPLG.17",1.15773845961162e-15,-0.957420305541815,0.078,0.418,2.61753088333592e-11,"Mega","SELPLG"
"ILF3.4",1.20404595007436e-15,-0.997890105896441,0.052,0.374,2.72222748852311e-11,"Mega","ILF3"
"DDIT4.24",1.24157324883177e-15,-1.26466063045575,0.019,0.331,2.80707295828376e-11,"Mega","DDIT4"
"ATP5ME.10",1.3321642832222e-15,-0.903124062680528,0.065,0.399,3.01189022793707e-11,"Mega","ATP5ME"
"PGLS.20",1.35199247878901e-15,-1.04301898838111,0.032,0.346,3.05671979529406e-11,"Mega","PGLS"
"PLP2.22",1.41184188413328e-15,-0.987746109150084,0.091,0.432,3.19203331583693e-11,"Mega","PLP2"
"WSB1.10",1.41904620028473e-15,-0.822694720936889,0.052,0.391,3.20832155422374e-11,"Mega","WSB1"
"EML4.16",1.48805441295737e-15,-0.994952795891277,0.058,0.385,3.36434222225533e-11,"Mega","EML4"
"SRP14.9",1.52101522035854e-15,-0.672774124432333,0.409,0.84,3.43886331170863e-11,"Mega","SRP14"
"PNN.9",1.5261340630837e-15,-0.810600481260757,0.058,0.4,3.45043650322595e-11,"Mega","PNN"
"MLF2.4",1.54767477329837e-15,-0.885406932329997,0.026,0.343,3.49913789495028e-11,"Mega","MLF2"
"MRPL54",1.59716417077086e-15,-0.866311151208893,0.039,0.36,3.61102847369583e-11,"Mega","MRPL54"
"ATP5MF.17",1.690001874358e-15,-0.694556223804345,0.13,0.498,3.82092523773601e-11,"Mega","ATP5MF"
"S1PR1.22",1.70713498447909e-15,-1.19982406434728,0.019,0.333,3.85966148640877e-11,"Mega","S1PR1"
"FNBP1.4",1.72921668776839e-15,-0.985781152587099,0.032,0.342,3.90958600937556e-11,"Mega","FNBP1"
"ATRX.6",1.8039848548649e-15,-0.910471329036204,0.071,0.409,4.07862935836405e-11,"Mega","ATRX"
"RIT1.1",2.13068200808399e-15,1.2312288593181,0.286,0.109,4.81725895207709e-11,"Mega","RIT1"
"HP1BP3",2.17161231540387e-15,-0.783673509705441,0.078,0.42,4.90979828389661e-11,"Mega","HP1BP3"
"TCF25.14",2.20019925977259e-15,-0.767184264959804,0.169,0.544,4.97443050641985e-11,"Mega","TCF25"
"SFPQ.4",2.23549010283312e-15,-0.952475700440536,0.045,0.369,5.0542195734954e-11,"Mega","SFPQ"
"PRF1.29",2.25481007504983e-15,-2.00931899409243,0.026,0.334,5.09790009868017e-11,"Mega","PRF1"
"RNPS1.7",2.27237387149576e-15,-0.810805227886839,0.11,0.467,5.13761008606475e-11,"Mega","RNPS1"
"KIAA1551.10",2.31295986844793e-15,-0.963449508069702,0.045,0.367,5.22937096657393e-11,"Mega","KIAA1551"
"FRMD4B.2",2.56753047771661e-15,1.28593856796473,0.169,0.043,5.80492965706947e-11,"Mega","FRMD4B"
"TACC3.9",2.64071384040395e-15,1.24449356969724,0.312,0.129,5.97038992176928e-11,"Mega","TACC3"
"FOS.29",2.81118068233301e-15,-2.76974725120413,0.071,0.381,6.35579840468669e-11,"Mega","FOS"
"MYO1F.25",2.85521919764406e-15,-1.09724550564812,0.039,0.35,6.45536508395345e-11,"Mega","MYO1F"
"TRBC2.20",3.02200875475536e-15,-1.0062496704366,0.071,0.408,6.83245959362639e-11,"Mega","TRBC2"
"PRKCH.20",3.05551922388021e-15,-1.0506139721079,0.045,0.362,6.90822341327076e-11,"Mega","PRKCH"
"SH3BGRL.16",3.3853922137861e-15,1.44120613465532,0.623,0.53,7.654033256149e-11,"Mega","SH3BGRL"
"SCAF11.3",3.45198056744319e-15,-0.767925815798284,0.084,0.425,7.80458286493231e-11,"Mega","SCAF11"
"TNFAIP8L1.1",3.48476111471235e-15,1.12867791049933,0.195,0.057,7.87869640425315e-11,"Mega","TNFAIP8L1"
"CTSC.23",3.50282724988253e-15,-1.04328106315382,0.078,0.414,7.91954212925941e-11,"Mega","CTSC"
"OTUB1.5",3.54609717288615e-15,-0.855584177245303,0.078,0.413,8.0173710981783e-11,"Mega","OTUB1"
"NOL7.2",4.06075283320535e-15,-0.825074523720329,0.045,0.368,9.18095608059399e-11,"Mega","NOL7"
"AIP.4",4.06376934556938e-15,-0.889849574452792,0.032,0.34,9.18777611339781e-11,"Mega","AIP"
"MYADM.19",4.0912043560525e-15,-1.22289743552591,0.013,0.314,9.24980392859911e-11,"Mega","MYADM"
"TSTD1.9",4.13028915454427e-15,-0.980995919929633,0.039,0.343,9.33817074950913e-11,"Mega","TSTD1"
"MGAT4A.16",4.34500047070562e-15,-1.0472649454346,0.045,0.359,9.82361156421834e-11,"Mega","MGAT4A"
"GLG1.12",4.41459864591118e-15,-1.04482761922838,0.045,0.358,9.98096607854058e-11,"Mega","GLG1"
"GHITM.2",4.73329511310362e-15,-0.735234588035616,0.104,0.447,1.0701506921216e-10,"Mega","GHITM"
"CLEC2D.22",5.0321787941134e-15,-1.05763178129601,0.039,0.346,1.1377253035611e-10,"Mega","CLEC2D"
"TNFRSF1B.18",5.03420994084128e-15,-1.03268435878188,0.032,0.347,1.1381845255248e-10,"Mega","TNFRSF1B"
"FRG1.2",5.16053426883897e-15,-0.8681962963126,0.039,0.354,1.1667451928418e-10,"Mega","FRG1"
"HSPA9.9",5.23377835044382e-15,-0.883225048940612,0.026,0.335,1.18330494725184e-10,"Mega","HSPA9"
"PSMB10.21",5.51117831685809e-15,-0.812334957575462,0.143,0.506,1.24602230565845e-10,"Mega","PSMB10"
"SSB",5.66360694690925e-15,-0.813576943393463,0.039,0.354,1.28048489462671e-10,"Mega","SSB"
"SRSF11.4",5.70771401908953e-15,-0.812042597607006,0.13,0.488,1.29045706257595e-10,"Mega","SRSF11"
"GADD45B.21",5.79470202619633e-15,-1.2858735860354,0.045,0.351,1.31012418110273e-10,"Mega","GADD45B"
"ZC3H15.1",6.03494709776221e-15,-0.875695579326498,0.091,0.422,1.36444118933306e-10,"Mega","ZC3H15"
"OSTC.8",6.2247118552965e-15,-0.894522417933721,0.013,0.311,1.40734510336398e-10,"Mega","OSTC"
"PSMB9.18",6.35923165333784e-15,-0.689219246126029,0.234,0.632,1.43775868450315e-10,"Mega","PSMB9"
"KRT10.4",6.59953822273325e-15,-0.839679308137797,0.045,0.357,1.49208959677776e-10,"Mega","KRT10"
"PNKD.2",6.88872388027222e-15,1.39398623226146,0.422,0.229,1.55747158209075e-10,"Mega","PNKD"
"PGD.30",7.03850046185189e-15,1.11444055886018,0.409,0.206,1.59133456942009e-10,"Mega","PGD"
"PSMD8.6",7.10496696476195e-15,-0.825666794098683,0.065,0.386,1.60636198106303e-10,"Mega","PSMD8"
"NDUFV1.6",7.17695423074643e-15,-0.855968333558986,0.039,0.349,1.62263758202946e-10,"Mega","NDUFV1"
"ZBTB20.8",7.22529594543141e-15,-0.891199977151629,0.039,0.349,1.63356716030259e-10,"Mega","ZBTB20"
"PPDPF.10",7.56256915051245e-15,1.14885518758656,0.766,0.776,1.70982125923936e-10,"Mega","PPDPF"
"TANGO2",8.62342383232067e-15,1.04634361358926,0.234,0.078,1.94966989424938e-10,"Mega","TANGO2"
"HADHA.4",8.66440360620419e-15,-0.853582713656135,0.091,0.42,1.95893501132671e-10,"Mega","HADHA"
"TECR.14",9.04103616813849e-15,-0.807888489326528,0.078,0.405,2.04408786725443e-10,"Mega","TECR"
"STK10.14",9.05639109336615e-15,-0.976223944017333,0.032,0.336,2.04755946229915e-10,"Mega","STK10"
"SYNE2.29",9.10067151147277e-15,-1.17066602579422,0.065,0.377,2.05757082202888e-10,"Mega","SYNE2"
"ILF2.4",9.57619857625638e-15,-0.757253779355633,0.045,0.361,2.1650827361058e-10,"Mega","ILF2"
"ALOX5AP.18",1.23645361997724e-14,-1.17131637838816,0.032,0.326,2.79549798940655e-10,"Mega","ALOX5AP"
"IK.4",1.28039130957413e-14,-0.863778567316586,0.052,0.369,2.89483671181616e-10,"Mega","IK"
"HSPE1.8",1.3202909329231e-14,-0.886922138351016,0.052,0.358,2.98504577024583e-10,"Mega","HSPE1"
"TRA2B.4",1.3641032293143e-14,-0.803647905874803,0.104,0.439,3.08410099115671e-10,"Mega","TRA2B"
"MAP4K2.3",1.42235002593445e-14,1.20265171583686,0.318,0.136,3.21579117363519e-10,"Mega","MAP4K2"
"DDX21.14",1.44899229099229e-14,-0.895194185717134,0.058,0.374,3.27602667070447e-10,"Mega","DDX21"
"PPA1.14",1.52032565849375e-14,-0.862676008643182,0.006,0.293,3.43730428128853e-10,"Mega","PPA1"
"GLRX.20",1.56201758032145e-14,-0.966722060466228,0.026,0.322,3.53156554734876e-10,"Mega","GLRX"
"SPCS2.5",1.57483424818466e-14,-0.692344446645339,0.091,0.416,3.5605427517207e-10,"Mega","SPCS2"
"POLR1D",1.65085753228843e-14,-0.729941463377124,0.104,0.436,3.73242379475092e-10,"Mega","POLR1D"
"SUPT4H1.15",1.66301699768661e-14,1.50768833882101,0.5,0.335,3.75991513006966e-10,"Mega","SUPT4H1"
"DEF6.11",1.66679469642392e-14,-0.874513811051898,0.026,0.322,3.76845612914484e-10,"Mega","DEF6"
"AKAP13.9",1.67879405014682e-14,-0.745836231459363,0.136,0.484,3.79558546797694e-10,"Mega","AKAP13"
"XBP1.12",1.99794776209228e-14,-0.96352749158237,0.039,0.345,4.51716009531445e-10,"Mega","XBP1"
"DDX39A.10",2.00326406635955e-14,-0.926604301719403,0.045,0.345,4.52917972763232e-10,"Mega","DDX39A"
"MT-ATP6.4",2.09262366108892e-14,-0.616339579224745,0.883,0.985,4.73121283535595e-10,"Mega","MT-ATP6"
"MPHOSPH8.4",2.11509021593806e-14,-0.830581516560191,0.091,0.418,4.78200746921437e-10,"Mega","MPHOSPH8"
"TMC8.11",2.19625924868216e-14,-0.941106360268332,0.019,0.31,4.9655225353455e-10,"Mega","TMC8"
"USHBP1.21",2.23799083402257e-14,-1.04514317737753,0.039,0.336,5.05987347664163e-10,"Mega","USHBP1"
"PAK2",2.25363226016742e-14,-0.711719271317751,0.097,0.422,5.09523717701252e-10,"Mega","PAK2"
"AAK1.16",2.26183763216842e-14,-0.966198107302234,0.019,0.312,5.11378870256957e-10,"Mega","AAK1"
"TES.9",2.26910145767023e-14,-0.910103054813549,0.032,0.33,5.13021148564663e-10,"Mega","TES"
"ISCA1.6",2.53915982259009e-14,1.34715549141865,0.422,0.232,5.74078644289393e-10,"Mega","ISCA1"
"TYROBP.33",2.67626735867783e-14,-2.50285255662368,0.084,0.376,6.0507728712347e-10,"Mega","TYROBP"
"ARHGAP15.12",2.73405461676724e-14,-0.820113229810334,0.065,0.383,6.18142408304904e-10,"Mega","ARHGAP15"
"DNAJA1.4",2.87325007585991e-14,-0.878304079051744,0.052,0.361,6.49613109651166e-10,"Mega","DNAJA1"
"TBRG1.4",2.92767684045208e-14,-0.833662270794887,0.065,0.372,6.6191845685781e-10,"Mega","TBRG1"
"CCDC12.8",3.0872185462436e-14,-0.831533468086382,0.026,0.325,6.97989241120215e-10,"Mega","CCDC12"
"FLT3LG.27",3.30062737709125e-14,-0.896619032506843,0.052,0.358,7.4623884368656e-10,"Mega","FLT3LG"
"RHOH.19",3.37649089597484e-14,-0.987225633505097,0.071,0.379,7.63390826670952e-10,"Mega","RHOH"
"UBE2I.3",3.41497507249754e-14,-0.68998136498327,0.13,0.484,7.7209171414097e-10,"Mega","UBE2I"
"SLC38A1.12",3.68552105773645e-14,-0.934033330605503,0.065,0.373,8.33259455943634e-10,"Mega","SLC38A1"
"SIGIRR.13",3.69408468254237e-14,-0.859479834692256,0.084,0.401,8.35195605876004e-10,"Mega","SIGIRR"
"PARK7.10",3.70431378789098e-14,1.15727914590667,0.623,0.543,8.37508304304272e-10,"Mega","PARK7"
"TTC3.9",3.80676159197702e-14,-0.878995219287603,0.032,0.332,8.60670728330084e-10,"Mega","TTC3"
"PCBP1.12",4.02733088755543e-14,-0.717631721410432,0.221,0.588,9.10539240367406e-10,"Mega","PCBP1"
"EVI2B.14",4.05125206332069e-14,-0.921015224428502,0.026,0.32,9.15947578996174e-10,"Mega","EVI2B"
"DDX46",4.0642896539538e-14,-0.872644788570209,0.039,0.336,9.18895247862414e-10,"Mega","DDX46"
"SNRPF.3",4.06533171946642e-14,-0.750072417040266,0.052,0.36,9.19130848454163e-10,"Mega","SNRPF"
"NHP2.2",4.22672533186253e-14,-0.815140806897736,0.026,0.316,9.55620330280799e-10,"Mega","NHP2"
"UQCRC2.3",4.31044661288436e-14,-0.811685290145507,0.032,0.327,9.74548874707026e-10,"Mega","UQCRC2"
"NOSIP.29",4.54265520743859e-14,-0.982751297126227,0.13,0.455,1.02704891584979e-09,"Mega","NOSIP"
"PSMB6.10",4.83084275876162e-14,-0.769382998150555,0.097,0.414,1.09220523932841e-09,"Mega","PSMB6"
"TMED10.7",5.15587829886344e-14,-0.756455307977346,0.071,0.39,1.16569252459003e-09,"Mega","TMED10"
"BSCL2",5.21022455870262e-14,1.00415638914232,0.221,0.073,1.17797967047707e-09,"Mega","BSCL2"
"EHD1.6",5.24397580777595e-14,1.3243076028124,0.39,0.204,1.18561049038007e-09,"Mega","EHD1"
"ALKBH7.9",5.44191528605015e-14,-0.792600802637966,0.045,0.348,1.23036262702308e-09,"Mega","ALKBH7"
"ACAP2.11",5.49984466225466e-14,-0.784602233880215,0.058,0.37,1.24345987968916e-09,"Mega","ACAP2"
"HLA-DRB1.29",5.55028936907594e-14,-1.64053974485529,0.058,0.353,1.25486492345438e-09,"Mega","HLA-DRB1"
"SMG1.5",5.63772699871177e-14,-0.705587951240569,0.149,0.506,1.27463369713874e-09,"Mega","SMG1"
"MVP.7",5.64393836306126e-14,-0.853338611729732,0.013,0.296,1.27603802450452e-09,"Mega","MVP"
"TOLLIP.2",5.96665442003026e-14,1.27509141366799,0.292,0.123,1.34900089782464e-09,"Mega","TOLLIP"
"SNRPD3.1",6.09307205675352e-14,-0.68274135311212,0.052,0.366,1.3775826613114e-09,"Mega","SNRPD3"
"NDUFS6.10",6.19029673328904e-14,-0.688873252346001,0.032,0.329,1.39956418842932e-09,"Mega","NDUFS6"
"SEPT11.3",6.24623267853508e-14,1.07333294927898,0.221,0.073,1.41221074629e-09,"Mega","SEPT11"
"PYURF.1",6.58280506561578e-14,-0.792183446960952,0.065,0.373,1.48830639728507e-09,"Mega","PYURF"
"TOMM22.2",7.40137132493833e-14,-0.667158120274313,0.052,0.363,1.67337604285531e-09,"Mega","TOMM22"
"GZMA.32",7.86597419340199e-14,-1.79009772502463,0.065,0.356,1.77841810538626e-09,"Mega","GZMA"
"ANXA5.21",7.89202179678246e-14,-1.11733709518576,0.052,0.336,1.78430720803455e-09,"Mega","ANXA5"
"HM13.11",7.9542177992349e-14,-0.841128002973812,0.026,0.316,1.79836910222902e-09,"Mega","HM13"
"SIVA1.2",7.956607243648e-14,-0.839620750004882,0.039,0.33,1.79890933171638e-09,"Mega","SIVA1"
"CYCS.10",8.19297898693388e-14,-0.787023569361653,0.071,0.385,1.85235061915588e-09,"Mega","CYCS"
"CCT3.3",8.65641602441128e-14,-0.772670096361863,0.045,0.343,1.95712909895915e-09,"Mega","CCT3"
"ITGB7.17",8.8460426130503e-14,-0.91528455236046,0.006,0.285,2.00000177438454e-09,"Mega","ITGB7"
"NOP58.6",8.97145905686451e-14,-0.872346969307321,0.032,0.322,2.0283571781665e-09,"Mega","NOP58"
"TRABD.4",9.30584548775843e-14,-0.798021243280066,0.039,0.336,2.1039586063273e-09,"Mega","TRABD"
"AC016831.7.13",1.07641486554676e-13,-0.975124651920037,0.026,0.308,2.43366636951467e-09,"Mega","AC016831.7"
"DOK3.7",1.09549025926401e-13,1.08361222187302,0.214,0.072,2.47679392716999e-09,"Mega","DOK3"
"CYFIP2.9",1.09919350689994e-13,-0.929561810237195,0.065,0.361,2.48516659975007e-09,"Mega","CYFIP2"
"ETS1.20",1.10254267229576e-13,-0.921661660201498,0.045,0.344,2.49273872779347e-09,"Mega","ETS1"
"EMB.14",1.12063631275753e-13,-0.929727555544126,0.026,0.306,2.5336466395135e-09,"Mega","EMB"
"XRCC5.1",1.12659949894031e-13,-0.728113591588947,0.117,0.452,2.54712880715416e-09,"Mega","XRCC5"
"ZC3HAV1.10",1.13030721412718e-13,-0.802648788770257,0.071,0.383,2.55551158042013e-09,"Mega","ZC3HAV1"
"CASP1.18",1.15930463869965e-13,-0.95483082937219,0.006,0.282,2.62107185763605e-09,"Mega","CASP1"
"SRSF8.5",1.16164476542613e-13,1.22389560017069,0.396,0.208,2.62636265015193e-09,"Mega","SRSF8"
"PDCD10.1",1.18413346226265e-13,1.43883272891268,0.39,0.21,2.67720734482962e-09,"Mega","PDCD10"
"UQCRFS1.3",1.28928576157294e-13,-0.714636920655253,0.117,0.447,2.91494617834026e-09,"Mega","UQCRFS1"
"DEK.7",1.35655424341845e-13,-0.765961549279104,0.084,0.412,3.06703348894478e-09,"Mega","DEK"
"MSN.20",1.43347245177416e-13,1.13042815201834,0.688,0.611,3.2409378662162e-09,"Mega","MSN"
"CHD2.8",1.47061959071475e-13,-0.793885334902412,0.045,0.349,3.32492383264698e-09,"Mega","CHD2"
"MEAF6.8",1.49499741195955e-13,-0.811831257846712,0.045,0.335,3.38003964869934e-09,"Mega","MEAF6"
"NDUFAB1.7",1.55817758383058e-13,-0.784643193273763,0.032,0.32,3.52288369928256e-09,"Mega","NDUFAB1"
"SKAP1.23",1.67813966226327e-13,-0.990680259433993,0.058,0.347,3.79410596241103e-09,"Mega","SKAP1"
"SET.11",1.7367891606645e-13,-0.690704787803925,0.11,0.432,3.92670661334636e-09,"Mega","SET"
"PYCARD.28",1.82206398011147e-13,-1.09440610718967,0.019,0.294,4.11950445263402e-09,"Mega","PYCARD"
"ATRAID.2",1.89370721161574e-13,-0.765668477248021,0.026,0.308,4.28148263474202e-09,"Mega","ATRAID"
"NEDD8.8",1.92503136951025e-13,-0.711689359318284,0.123,0.448,4.35230342332571e-09,"Mega","NEDD8"
"NIPBL.1",1.93923074182625e-13,-0.858153235322742,0.045,0.339,4.38440678419498e-09,"Mega","NIPBL"
"SORL1.11",2.06044813277026e-13,-0.927059514900712,0.039,0.329,4.65846718338028e-09,"Mega","SORL1"
"MINOS1.8",2.07212087431264e-13,-0.773513947380107,0.052,0.346,4.68485808473344e-09,"Mega","MINOS1"
"EIF2A.2",2.10967402774805e-13,-0.827349166027596,0.032,0.311,4.76976200933556e-09,"Mega","EIF2A"
"UBXN4.2",2.12058727252269e-13,-0.639555979031222,0.097,0.427,4.79443576444654e-09,"Mega","UBXN4"
"DDT.4",2.22476916741378e-13,-0.555851066581614,0.065,0.372,5.02998061060581e-09,"Mega","DDT"
"ST13.6",2.25790685289002e-13,-0.603645716953706,0.182,0.545,5.10490160369904e-09,"Mega","ST13"
"CANX.10",2.32456880166728e-13,-0.666916235570524,0.071,0.384,5.25561760368955e-09,"Mega","CANX"
"SNRPD1.1",2.38576119188567e-13,-0.803232261456777,0.039,0.324,5.39396747873432e-09,"Mega","SNRPD1"
"TTC33",2.61476591513099e-13,0.793564567957759,0.143,0.036,5.91172425751966e-09,"Mega","TTC33"
"PRDX2.15",2.61502694504331e-13,-0.859700895322642,0.039,0.322,5.91231442004842e-09,"Mega","PRDX2"
"UBE2L6.13",2.6471337354958e-13,-0.745836978746947,0.071,0.381,5.98490466258246e-09,"Mega","UBE2L6"
"VTI1B.5",2.72486986516262e-13,1.38756671520683,0.39,0.214,6.16065827814616e-09,"Mega","VTI1B"
"RILPL1",2.74215288935475e-13,0.568426538117903,0.104,0.021,6.19973346754216e-09,"Mega","RILPL1"
